"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"MRC1",1.0100878196505e-124,1.28594200460178,0.232,0.026,1.58644392954308e-120
"ALOX5",4.72104966866227e-122,0.592304565794464,0.127,0.007,7.41488060960097e-118
"SDK1",3.53542653478078e-117,1.34976803481597,0.617,0.191,5.55274091552669e-113
"RGS10",1.33656496439643e-116,0.561772154827934,0.123,0.006,2.09920893308103e-112
"CMTM7",5.48673585397755e-114,0.537849082299555,0.123,0.007,8.61746733225713e-110
"ITGAX",7.91568414088041e-112,0.624543540568408,0.12,0.007,1.24323735116668e-107
"SUSD6",2.95322095874019e-111,1.29189845485858,0.49,0.128,4.63832883779734e-107
"LY86",1.32733845228391e-109,0.549879196507396,0.101,0.004,2.0847177731571e-105
"PLCG2",7.125422427866e-106,0.65097711987595,0.131,0.009,1.11911884652063e-101
"ACSL1",1.64007711649165e-105,1.02802033260974,0.312,0.055,2.57590511916178e-101
"DAGLB",2.97864852258359e-101,0.82579318761198,0.239,0.034,4.67826536956978e-97
"SCIN",9.43428469344488e-100,0.600589607702324,0.123,0.008,1.48174875395245e-95
"RUNX2",3.39904776524565e-99,0.89143683353381,0.217,0.028,5.33854442009482e-95
"RGS1",7.24248522070249e-98,0.761315395981901,0.206,0.026,1.13750472876353e-93
"IL18",6.2750625492401e-96,0.673707166506118,0.151,0.014,9.8556132398365e-92
"LCP2",1.24782394148869e-93,0.480654373532865,0.105,0.006,1.95983228250214e-89
"SLA",2.94803837062303e-92,0.599325403715213,0.133,0.011,4.63018906490053e-88
"CASS4",7.08197893449055e-89,0.581960266955818,0.116,0.008,1.11229561145109e-84
"TM6SF1",9.73304657149613e-89,0.573460032973695,0.131,0.011,1.52867229451918e-84
"CTSB",1.85130980301367e-88,0.967053866665063,0.312,0.063,2.90766717661327e-84
"C3",2.8892841467794e-88,0.791644515278798,0.191,0.025,4.53790968093173e-84
"NLRP3",3.4404519825152e-87,0.57972461218765,0.103,0.007,5.40357388373837e-83
"PSMA1",4.06180350736465e-86,1.0968782566579,0.357,0.085,6.37946858866692e-82
"SH2B3",2.42123523752228e-85,0.721355585056727,0.148,0.015,3.8027920640525e-81
"MYO1F",2.02000051815084e-83,0.760898226648145,0.155,0.017,3.17261281380771e-79
"DISC1",3.63793408160438e-83,0.99544752963063,0.305,0.064,5.71373926856784e-79
"LAPTM5",3.18006411223833e-81,0.568381006295351,0.114,0.009,4.99460869468152e-77
