"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"GTF2H2",0.00888980553270997,0.470247403158428,0.112,0.064,1
"ING5",0.00918367958749137,0.51058880601464,0.135,0.083,1
"C11orf65",0.00933594655643775,0.345763181491737,0.171,0.11,1
"BIN1",0.00957121924669293,0.425835916297865,0.2,0.136,1
"PHC2",0.0096793442737913,0.421270459456764,0.165,0.108,1
"SYNDIG1",0.00974247701214651,0.524242734880398,0.171,0.112,1
"FZD3",0.00974704310020062,0.567039914709845,0.218,0.157,1
"NDUFV1",0.0107527600429125,0.465864525894965,0.124,0.073,1
"DEK",0.0110629140564321,0.274520296065795,0.106,0.06,1
"MDFIC",0.011108472245978,0.379266063274133,0.141,0.088,1
"SLC44A5",0.0112083942105407,0.525749658727536,0.165,0.109,1
"PHF20",0.011243130744142,0.515198769795444,0.247,0.182,1
"SAP30BP",0.011480123216875,0.301883258370787,0.188,0.126,1
"ANTXR2",0.0117488211944316,0.312306954540836,0.118,0.069,1
"NMNAT2",0.0120911019886927,0.390262694917609,0.124,0.075,1
"CCDC122",0.0121550945075908,0.266368121842749,0.129,0.079,1
"CCDC66",0.0124158410462991,0.463670716616915,0.194,0.136,1
"APOD",0.0128118667019845,0.358538690087675,0.124,0.075,1
"KATNAL1",0.0135162966149438,0.2889611215593,0.147,0.094,1
"MDM2",0.0135565923448245,1.45710925823215,0.165,0.116,1
"PIK3C2B",0.0135664589994563,0.340378024686889,0.112,0.066,1
"MYL6",0.0137590768104575,0.652406977479776,0.147,0.096,1
"PTBP3",0.0140164220094703,0.45600015284325,0.135,0.086,1
"MPZL1",0.0147453024325027,0.268864883608483,0.171,0.113,1
"ATP5G2",0.0157645367848051,0.365562414295264,0.141,0.089,1
"RNF4",0.0159875620766521,0.622176501295756,0.141,0.093,1
"CDKL3",0.0161071784554922,0.447844541275165,0.224,0.165,1
"BRCA1",0.0161694214750075,0.505359484774076,0.194,0.14,1
"C2CD3",0.0162020845325265,0.367684075692661,0.147,0.096,1
"FAM110B",0.0167978033442729,0.431702750870601,0.218,0.155,1
"DNM1",0.0171710034874184,0.445510804259968,0.171,0.116,1
"GABRG1",0.0172484507216563,0.497351979269526,0.229,0.171,1
"HSPA4",0.0175749454014172,0.480642980169663,0.141,0.094,1
"CCT4",0.017591647878248,0.421645532662675,0.106,0.064,1
"TYW1",0.0176870928200554,0.686783779063739,0.241,0.188,1
"PAXBP1",0.0177048406652461,0.448070996784258,0.218,0.161,1
"RIPK1",0.0177349838419336,0.416759258085257,0.129,0.083,1
"TMSB10",0.0177603565305309,0.447272260542511,0.165,0.11,1
"NDUFS5",0.0183049672944359,0.254898029104848,0.106,0.062,1
"EXD3",0.0183490061033567,0.304304897971954,0.165,0.11,1
"PER2",0.018852984619979,0.736912649874648,0.2,0.146,1
"LHPP",0.0198079314024195,0.406071405695983,0.147,0.096,1
"CEP164",0.019955865299754,0.360335529633749,0.188,0.128,1
"OSTF1",0.0200038758748578,0.374534088554001,0.129,0.082,1
"DDX58",0.0200993540558215,0.473873335724347,0.112,0.069,1
"NFATC3",0.02020872832811,0.360445324927413,0.259,0.199,1
"NVL",0.0202511906766063,0.38279583573553,0.153,0.102,1
"GON4L",0.0204027279806366,0.380101646578474,0.247,0.185,1
"OGDH",0.0205140722863676,0.395253857553267,0.235,0.175,1
"PCSK6",0.0207291528546527,0.344797301128414,0.171,0.113,1
"VRK2",0.0215237984918829,0.298148138183723,0.182,0.126,1
"ADARB1",0.0217657760593947,0.412804739204065,0.106,0.064,1
"CCDC130",0.0225799247138123,0.395818802551655,0.124,0.079,1
"SERF2",0.0229338668050808,0.380839447501297,0.182,0.129,1
"HSP90AB1",0.0229669023642391,0.520250065228746,0.224,0.169,1
"ATG4B",0.0230813672358749,0.468718119948453,0.188,0.132,1
"ATP10B",0.0241905037434321,0.318796861047441,0.253,0.188,1
"TAF7",0.0271209185573862,0.477929176643579,0.106,0.066,1
"CNTLN",0.0271534878545482,0.453160658429891,0.176,0.125,1
"IFT52",0.0272491358916311,0.351209167219794,0.106,0.065,1
"SLC22A17",0.0286103232270146,0.393663914727738,0.153,0.106,1
"PTPRE",0.0295200937688243,0.372028846548343,0.153,0.102,1
"NME5",0.0298813560416443,0.353290358429525,0.153,0.105,1
"GTF2IRD2B",0.0304676155890297,0.282840610377562,0.153,0.105,1
"ENKUR",0.0312574058785997,0.404931919403378,0.112,0.071,1
"DDI2",0.0313029776955624,0.321219509731489,0.118,0.075,1
"IDH3A",0.0315633458900616,0.428960013216793,0.112,0.072,1
"ARHGAP23",0.0316492514036819,0.250317930672938,0.165,0.115,1
"ROGDI",0.0319378360356894,0.388250163304752,0.118,0.075,1
"CDYL",0.0329223053491013,0.460448168462964,0.212,0.163,1
"RSRC2",0.0343374543046744,0.409170887559261,0.182,0.132,1
"CCDC186",0.0345023149865547,0.369965571789675,0.106,0.066,1
"C5orf45",0.0349697028049583,0.322696818848026,0.106,0.066,1
"PPME1",0.036124906857003,0.462948071092428,0.165,0.12,1
"ULK2",0.0368130552857074,0.347145890359487,0.182,0.134,1
"SACM1L",0.0372589701567695,0.380852863366132,0.141,0.096,1
"MIA3",0.0374337617382489,0.305913333780991,0.135,0.092,1
"GNL1",0.0381385627873565,0.257051078180411,0.106,0.068,1
"LIPA",0.0383682276139571,0.353594328784876,0.253,0.198,1
"TUBB2B",0.0385745285672075,0.302559407714029,0.176,0.129,1
"PLD1",0.0388894487620225,0.418411603350789,0.159,0.114,1
"RSBN1L",0.0396576389422143,0.394359178219446,0.176,0.129,1
"MAPKAPK2",0.0398143104106764,0.525547238161878,0.129,0.09,1
"SELO",0.0400790549781852,0.276168436768438,0.165,0.116,1
"AK3",0.0404593150420166,0.464165776184354,0.247,0.199,1
"FANCL",0.0405213447243787,0.293259715796061,0.159,0.111,1
"SPG7",0.040677567748108,0.531177031032585,0.218,0.167,1
"MAP2K6",0.0439365672977582,0.387445918538764,0.118,0.078,1
"ARAP1",0.0443487762231592,0.30023136665129,0.118,0.077,1
"SPPL2B",0.0461246048852938,0.410067184234365,0.206,0.153,1
"FREM1",0.0462995176701441,0.313056161378265,0.112,0.073,1
"MAP9",0.0464753577310609,0.402318750240897,0.124,0.085,1
"SNX3",0.0465682380808336,0.276430726041099,0.135,0.092,1
"KCNH8",0.0483506009518359,0.300498743214113,0.253,0.198,1
"SLX4IP",0.0485160006672582,0.337546719021904,0.241,0.191,1
"SDCBP",0.0493286084875441,0.277362765059052,0.118,0.079,1
"PPARD",0.0495207105312364,0.275281808284803,0.129,0.088,1
"LRRC4B",0.0503363597093409,0.269591531760197,0.147,0.105,1
"AZIN2",0.0508870907906118,0.31375377288711,0.118,0.078,1
"RNF146",0.05117432939191,0.346875118442034,0.129,0.088,1
"SOX2",0.0522864470278697,0.263127767835995,0.235,0.183,1
"UBTD1",0.0527445144413074,0.275152737387483,0.106,0.069,1
"PATJ",0.0528629040691662,0.289334281316502,0.212,0.16,1
"GPI",0.052968321890883,0.383980849600518,0.224,0.176,1
"COL18A1",0.0538974224490615,0.657934826741805,0.106,0.071,1
"FBXL18",0.0559585742791397,0.406217034712038,0.106,0.07,1
"WIPF3",0.0573395718380333,0.27243567610397,0.118,0.079,1
"FBLN1",0.0590186063976437,0.338160207745887,0.135,0.097,1
"RP1-5O6.7",0.0591013994168924,0.420583170282262,0.206,0.163,1
"LRRC49",0.0594642633881071,0.399009807984863,0.206,0.156,1
"RBCK1",0.0599585674631058,0.268756224333598,0.112,0.074,1
"TMEM259",0.0607764946746637,0.485362130221235,0.206,0.161,1
"AGPAT5",0.0623750212316046,0.558345007894476,0.2,0.158,1
"TEX2",0.063021197333617,0.454471380070017,0.182,0.138,1
"IP6K2",0.0631910021538057,0.42142584493045,0.141,0.101,1
"SPTLC1",0.0649140256540475,0.332187820738771,0.153,0.111,1
"PWWP2A",0.0652508777224746,0.373972574680265,0.194,0.15,1
"PLXNB1",0.0655532837364639,0.4697362258308,0.241,0.195,1
"RP11-287D1.3",0.0657968025460659,0.403003353554565,0.124,0.085,1
"KDSR",0.0678451851256543,0.362406936030465,0.106,0.072,1
"SOGA1",0.0692071990899092,0.284534123376474,0.135,0.095,1
"SLC12A2",0.0702276767254375,0.358408870688482,0.194,0.151,1
"UACA",0.0714860190764224,0.379446548713415,0.159,0.117,1
"CDS1",0.0722211105435937,0.416143896035534,0.135,0.097,1
"TTC8",0.0744190982838641,0.534865496922063,0.159,0.121,1
"LMLN",0.0752714439212399,0.30460003555026,0.124,0.087,1
"HMGN3",0.0753943709392206,0.415199416608341,0.229,0.183,1
"EPB41L3",0.0756428396573226,0.541669737314749,0.159,0.117,1
"RPL41",0.0772278185615805,0.465062830127641,0.182,0.139,1
"FAM177A1",0.077422172811654,0.259697422030066,0.124,0.088,1
"CTD-2561J22.3",0.0775748240114966,0.309751047788523,0.141,0.103,1
"TNPO3",0.0783946374274774,0.367325445977961,0.176,0.137,1
"NUP153",0.0786266392851141,0.290555617730236,0.2,0.157,1
"DNAJC9",0.0796516970925065,0.402618094874853,0.106,0.071,1
"HIPK1",0.0815493688445274,0.295202758333555,0.118,0.084,1
"HHIP",0.0827462788448526,0.278994811026407,0.206,0.16,1
"COX5B",0.0833307950962776,0.278179109773023,0.106,0.072,1
"ARL6IP4",0.0838318247359609,0.256580388829268,0.106,0.071,1
"TUSC3",0.0854020569850953,0.428616234638684,0.159,0.122,1
"WWP2",0.0865460269799995,0.344298124763915,0.171,0.128,1
"TTLL11",0.0881666468012514,0.348066823792976,0.188,0.148,1
"PACRGL",0.0887650516456247,0.266486528874151,0.176,0.135,1
"SNX1",0.0899620372393645,0.302799877974518,0.229,0.183,1
"CYHR1",0.0915488710943688,0.427498058601355,0.118,0.083,1
"TPT1",0.0922086430092458,0.491543218681539,0.165,0.127,1
"SKI",0.0952065164458385,0.286328870794792,0.218,0.181,1
"MARK2",0.097974915849378,0.359059644265187,0.147,0.111,1
"EML5",0.100713152992805,0.503656128139539,0.171,0.136,1
"WARS2",0.101663198768405,0.417741342416685,0.118,0.086,1
"LATS2",0.108081626268913,0.426417487176401,0.129,0.098,1
"GPR37",0.109057671872011,0.278803920066627,0.124,0.091,1
"KLHL22",0.109400526833812,0.286803721780065,0.153,0.118,1
"RGL2",0.113352253022378,0.347444935599531,0.112,0.081,1
"PRDM5",0.114358992964798,0.262468891913239,0.159,0.123,1
"COX4I1",0.117623388819171,0.32951925788521,0.147,0.111,1
"RNASE1",0.118967489441574,0.256592553368529,0.129,0.097,1
"FARP2",0.12156559249465,0.299884685776525,0.159,0.123,1
"TMEM181",0.122600828733802,0.279511710446846,0.141,0.108,1
"SARAF",0.123653742366378,0.304824346941631,0.224,0.185,1
"CHORDC1",0.123800684621899,0.439271104050919,0.106,0.077,1
"MCU",0.127493446858747,0.381563339777815,0.159,0.122,1
"OPALIN",0.133762774126692,0.310083125954907,0.141,0.11,1
"LIMD1",0.137510942413138,0.449889400437804,0.118,0.089,1
"ZER1",0.139543855111766,0.257026200666258,0.194,0.158,1
"IP6K1",0.148738370043653,0.262586139844393,0.171,0.134,1
"ERGIC1",0.15185467960117,0.443936368884311,0.129,0.101,1
"ELN",0.153307054070919,0.329156597929964,0.112,0.082,1
"TET3",0.153378503793312,0.281013849822077,0.182,0.152,1
"C1GALT1",0.157489402153008,0.266160134508447,0.171,0.134,1
"CNP",0.161520805032346,0.277280197245553,0.224,0.187,1
"RP11-111H13.1",0.164331484732235,0.373192660077821,0.165,0.136,1
"SRSF3",0.170497660748089,0.48616744272715,0.176,0.147,1
"GLDN",0.17102183743046,0.27064577113042,0.153,0.123,1
"KSR2",0.17870732201169,0.431744907110934,0.224,0.193,1
"SMARCA4",0.184245154074772,0.435282595614351,0.159,0.13,1
"C14orf145",0.18511158568641,0.312313624723373,0.165,0.132,1
"MYH9",0.18754638250016,0.617261862760042,0.118,0.092,1
"HSPB1",0.188907227423145,0.585288226303399,0.206,0.181,1
"XKR4",0.193686853304382,0.436824051204548,0.176,0.149,1
"YIPF4",0.194858008104602,0.31615241666445,0.141,0.115,1
"SMEK1",0.199559451207092,0.29408372400985,0.176,0.147,1
"C1orf159",0.201582759011983,0.423696355018275,0.118,0.092,1
"SLC38A9",0.218552511775795,0.35382766433972,0.153,0.125,1
"GGA1",0.219152004449116,0.375648043575785,0.124,0.097,1
"SKIL",0.234017772299465,0.407039212367788,0.171,0.147,1
"TSC2",0.242395483690488,0.368548858052104,0.135,0.109,1
"ALK",0.24674409332814,0.349864409940551,0.176,0.154,1
"PDZD2",0.251507714279382,0.276816476114758,0.212,0.184,1
"WASHC1",0.256635761174959,0.389231163192811,0.165,0.14,1
"TARSL2",0.269199955166793,0.309993003409056,0.159,0.134,1
"TMEM245",0.275215047144786,0.296599641242951,0.194,0.169,1
"CHCHD2",0.2781757407651,0.255900515672486,0.124,0.1,1
"ETF1",0.284617366473123,0.268489313002147,0.135,0.114,1
"DSE",0.288383016470963,0.267595265038248,0.218,0.193,1
"PPP1R10",0.288982476307583,0.301313843116248,0.182,0.162,1
"COL21A1",0.298284888228433,0.318200937832949,0.176,0.156,1
"PDIA3",0.299049746282969,0.525314355423472,0.106,0.087,1
"SACS",0.305415637172529,0.314969114302949,0.165,0.145,1
"PPP1R13B",0.30777485573195,0.390979191732515,0.206,0.187,1
"GGT7",0.313135052559102,0.42880208008432,0.118,0.097,1
"XPNPEP3",0.315794689016105,0.306507063586053,0.124,0.104,1
"BDH1",0.316692138983168,0.418147294059464,0.112,0.093,1
"METRN",0.318699945428037,0.299454479698845,0.194,0.172,1
"PACSIN2",0.318811566074847,0.339895946557792,0.2,0.177,1
"ME3",0.320524687204441,0.444209527201165,0.112,0.094,1
"RNF169",0.334822756145852,0.436121193210642,0.159,0.14,1
"NAF1",0.336734399821884,0.274468360558852,0.141,0.122,1
"MGMT",0.343818743010173,0.264605823911558,0.188,0.168,1
"EPM2AIP1",0.35297467074125,0.325319158862172,0.153,0.132,1
"LAMP1",0.360080902144752,0.254720032193327,0.124,0.104,1
"SRSF10",0.363295135535172,0.323087230016922,0.141,0.124,1
"CORO1C",0.36960905930222,0.258174789152891,0.165,0.145,1
"APTX",0.376602713407514,0.294257290320286,0.135,0.117,1
"SGCZ",0.384899934835808,0.370652887358375,0.165,0.149,1
"MAU2",0.39077380353285,0.266775369831515,0.124,0.108,1
"USP22",0.394782445672815,0.279553759714096,0.165,0.147,1
"USP49",0.405931281815121,0.280314148711175,0.112,0.095,1
"STK4",0.407580812552534,0.265559966458183,0.112,0.095,1
"CRY1",0.41072596980778,0.5342533190646,0.135,0.121,1
"FDFT1",0.420927388274562,0.259462483519092,0.188,0.167,1
"NAP1L4",0.421986638521582,0.266737726633069,0.2,0.183,1
"PLD5",0.441926455168268,0.409115194085493,0.129,0.116,1
"ACAP3",0.458323697207504,0.295261667325657,0.153,0.137,1
"SEMA3B",0.462278764466345,0.300583410175488,0.182,0.165,1
"WTAP",0.474773943242759,0.552678012552951,0.182,0.172,1
"BNC2",0.48105870518429,0.313615383638061,0.153,0.135,1
"NRG1",0.516005400475481,0.26706585664653,0.171,0.159,1
"CKAP5",0.564501459453796,0.31185478628012,0.124,0.112,1
"PDPK1",0.565141572675265,0.367220012216202,0.112,0.134,1
"ANAPC5",0.568972328982482,0.375121370013651,0.171,0.16,1
"OSBP2",0.599767029635826,0.398817397111149,0.176,0.171,1
"OSBPL3",0.630663645067121,0.455672048632033,0.124,0.116,1
"DNAJB14",0.631968481200195,0.273150076290857,0.147,0.17,1
"FAM185A",0.633665487031254,0.39136009281311,0.112,0.104,1
"ITGB5",0.640404381340414,0.281985032691225,0.141,0.133,1
"CDK12",0.646396189592431,0.370561818191175,0.176,0.171,1
"NCEH1",0.655188852663653,0.461325300453741,0.106,0.1,1
"HNRNPH1",0.665655693378652,0.25453512898152,0.182,0.177,1
"KDM2B",0.684532930824198,0.251822763819375,0.106,0.097,1
"SGSM2",0.721431266979901,0.294598075922684,0.129,0.125,1
"CCM2",0.832157594320435,0.309137414907331,0.124,0.122,1
"SMARCD2",0.837141863603421,0.322375300309295,0.118,0.117,1
"PIK3CA",0.83929023053817,0.272433526692893,0.176,0.176,1
"SCAMP1",0.839530139689615,0.281898978399412,0.106,0.103,1
"PLOD2",0.879067975763015,0.33835398467273,0.171,0.186,1
"SCD",0.888320345405351,0.364393644862539,0.182,0.192,1
"NINL",0.902125752052336,0.259726254190152,0.135,0.142,1
"CHP1",0.902136057960255,0.306695564358639,0.094,0.102,1
"IRF2BP2",0.978139088352271,0.384238540381975,0.1,0.105,1
"FAM35A",0.988219211519609,0.349837881077906,0.171,0.173,1
