"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"C9orf135",6.06973920466077e-129,0.818591325816444,0.112,0.002,9.5331323948402e-125
"DNAH10",6.02089978408477e-126,1.33993146001166,0.271,0.016,9.45642520088354e-122
"SULF1",9.14421493416802e-125,2.20007475371169,0.335,0.025,1.43619039756043e-120
"EFCAB12",6.30716550038299e-123,0.932124486225758,0.141,0.004,9.90603413490153e-119
"RSPH9",9.26690916197768e-121,1.02344473641158,0.141,0.004,1.45546075298021e-116
"CCDC170",1.75232270774641e-120,1.53456955062552,0.288,0.019,2.75219804478652e-116
"CLIC6",2.31416944001526e-120,1.01103274277427,0.159,0.005,3.63463452248796e-116
"C4orf47",2.48468746163871e-115,1.72807998581383,0.371,0.034,3.90245012724976e-111
"WDR93",1.65291898556591e-111,1.29588530301219,0.212,0.011,2.59607455872981e-107
"CD36",1.01072209555041e-109,1.17922530816445,0.188,0.008,1.58744012327147e-105
"PPP1R14C",4.46848011140379e-109,1.36516904562074,0.212,0.011,7.0181948629708e-105
"KCNE1",2.91249191151549e-105,1.04611047863498,0.165,0.006,4.57435979622622e-101
"LRGUK",7.08467469197315e-105,2.00114973982457,0.394,0.042,1.1127190071213e-100
"DYNLRB2",2.33802519149489e-101,1.69276391255474,0.329,0.03,3.67210236576187e-97
"IGSF9B",3.99249980703454e-98,0.973191097890143,0.182,0.009,6.27062019692845e-94
"PTPN3",5.34797197606515e-98,1.11154621338966,0.188,0.009,8.39952478560793e-94
"TRPC6",5.09070851241906e-97,1.11261779818166,0.194,0.01,7.99546678960538e-93
"ENPEP",9.60953086905483e-96,1.37669118566649,0.188,0.01,1.50927291829375e-91
"TTC23L",2.8005312919809e-93,1.57790943005835,0.365,0.04,4.39851444718521e-89
"CFAP53",2.98927466839691e-91,0.889279642593002,0.188,0.01,4.69495479418418e-87
"MAFF",1.63303598034346e-89,2.04579141634418,0.4,0.051,2.56484631072743e-85
"WDR66",2.46499239284836e-87,1.65272637067601,0.324,0.033,3.87151705220764e-83
"ANKDD1B",9.2942632696445e-87,1.21709697313903,0.2,0.012,1.45975698913036e-82
"TRDN",3.27614908252364e-86,1.50312188435878,0.276,0.025,5.14551974901163e-82
"SPA17",5.78116075601663e-86,0.922420907727862,0.171,0.009,9.07989108339973e-82
"DCDC2",9.55081786302468e-86,1.10547730207358,0.2,0.013,1.50005145356666e-81
"ECT2L",1.00729663263048e-81,1.50849886289275,0.247,0.021,1.58206009120943e-77
"CFAP70",1.45909973031149e-81,2.25019210643997,0.682,0.177,2.29166203642723e-77
"CFAP44",3.88694624276786e-81,2.07454216870586,0.547,0.109,6.10483776889121e-77
"VWA3B",7.28956064997018e-80,1.78073585967306,0.329,0.038,1.14489839568432e-75
"CDKN1A",1.25276049511465e-79,1.16809372325245,0.176,0.01,1.96758563362707e-75
"CTGF",2.34170617875468e-79,1.66946365731847,0.259,0.024,3.67788372435211e-75
"SDK2",6.5663740869837e-79,1.29873516352804,0.312,0.034,1.03131471410166e-74
"CFAP221",9.35126330403366e-79,1.91469954241801,0.476,0.082,1.46870941453153e-74
"NCALD",1.12928096260228e-78,2.17616862736057,0.471,0.081,1.77364867986315e-74
"CCDC30",8.80095521366134e-77,2.30052855716071,0.618,0.151,1.38227802585765e-72
"KIF9",3.20482345010352e-76,1.40886998766148,0.294,0.032,5.03349571073258e-72
"CCDC173",3.46530614129442e-76,1.87677910714869,0.471,0.083,5.44260982551701e-72
"CP",3.3363584652937e-75,1.64910489449194,0.265,0.026,5.24008460559029e-71
"AGBL2",4.06322840117919e-72,0.968496894417408,0.141,0.007,6.38170652689204e-68
"SYT10",8.46084949105382e-72,0.795418588111445,0.106,0.004,1.32886102106491e-67
"CCDC175",4.10935178463556e-71,0.895943726935455,0.165,0.01,6.45414791294861e-67
"DNAJB13",6.47884081484727e-70,0.900716998376677,0.112,0.005,1.01756673837991e-65
"PPIL6",8.928382484576e-70,1.27292839842224,0.282,0.032,1.40229175302751e-65
"AK1",9.00269258163058e-70,1.20491654648795,0.212,0.018,1.4139628968709e-65
"CCDC78",1.6126107029167e-69,1.00297362051147,0.118,0.005,2.53276637000097e-65
"GRAMD2",1.25886274215224e-66,1.02548993405009,0.212,0.019,1.97716982282431e-62
"ANKUB1",1.5113734626027e-66,1.90724369538163,0.406,0.07,2.37376316036379e-62
"NTN4",2.43951812007448e-66,1.07669833004324,0.182,0.014,3.83150715938899e-62
"CCDC40",3.62472552598193e-66,1.57625465114695,0.341,0.049,5.69299391110723e-62
"SHANK2",6.26492371954195e-66,1.98709982597737,0.541,0.125,9.83968919391259e-62
"SPEF2",1.93777981379054e-64,1.86159642038232,0.424,0.078,3.04347697553942e-60
"NNAT",2.28134445568516e-64,1.70958935263872,0.253,0.028,3.58307960209911e-60
"ANXA2",2.30188793427765e-63,1.56454777161879,0.188,0.016,3.61534518957647e-59
"HSPA1B",3.0875228524389e-63,1.69877369973174,0.312,0.042,4.84926339204054e-59
"RGS22",4.3407924706103e-63,1.61142319500477,0.353,0.054,6.81764865434054e-59
"NTS",8.96375074249148e-63,0.76759171323593,0.112,0.005,1.40784669161571e-58
"TTC25",4.39816306783874e-62,1.37021182377723,0.229,0.023,6.90775491434752e-58
"IL16",5.11852201860597e-62,1.01245811263536,0.165,0.012,8.03915068242254e-58
"FBXL13",1.89731155620719e-61,1.59500234968565,0.4,0.071,2.97991753017901e-57
"EMP1",1.38098442994208e-60,3.47009613459948,0.424,0.083,2.16897414566703e-56
"MAATS1",2.79139379668947e-60,1.38773181024762,0.312,0.044,4.38416309708049e-56
"MNS1",6.0025230702727e-59,1.00257059423988,0.188,0.017,9.42756273417029e-55
"CCDC13",3.21882347175733e-56,0.909052214777196,0.2,0.02,5.05548414474206e-52
"UBE3D",5.63495791406699e-56,1.8054771249439,0.524,0.135,8.85026489983361e-52
"LRRC74B",6.41409718041382e-56,0.776324353319793,0.106,0.005,1.00739810315579e-51
"TMEM163",2.26483018515062e-55,1.32740641179699,0.318,0.049,3.55714228879757e-51
"CFAP69",1.7849425484022e-53,1.6458623515061,0.359,0.067,2.80343076652049e-49
"MORN3",1.97564626120631e-53,0.661914313374815,0.106,0.006,3.10295001785063e-49
"NEK10",6.50327048181355e-52,1.71531275974197,0.5,0.129,1.02140366187364e-47
"MYOF",9.04037633113586e-52,1.21448906761384,0.206,0.023,1.4198815065682e-47
"PTRH1",9.48007122773163e-51,1.01954576374512,0.188,0.019,1.48893998702753e-46
"NEK11",1.83319489806961e-50,2.03275935483424,0.594,0.196,2.87921590690813e-46
"C5orf49",6.88775917626942e-50,0.860223225749694,0.176,0.017,1.08179145622488e-45
"ZFP36",1.76414881610847e-48,1.75862333024232,0.453,0.108,2.77077213057997e-44
"S100A10",3.84859787067452e-48,1.15625070019533,0.182,0.019,6.04460781568141e-44
"SPEF1",6.63931550530799e-48,0.701763698886562,0.112,0.007,1.04277089326367e-43
"SCIN",1.5625083196037e-45,0.931744531514101,0.135,0.011,2.45407556676956e-41
"CCDC146",1.06316449092941e-43,1.77675797747573,0.482,0.139,1.66980614945374e-39
"TMEM67",3.92566102898377e-42,1.41419291904136,0.388,0.091,6.16564321212191e-38
"TTLL9",2.1295145358248e-40,1.51905168901388,0.324,0.068,3.34461552996643e-36
"IQCH",7.71304388630232e-40,1.4554632183904,0.353,0.079,1.21141067278264e-35
"PRDX5",3.57692824695874e-38,1.11876864772535,0.206,0.03,5.61792350467339e-34
"TOGARAM2",1.52795451890853e-37,1.52838516729727,0.376,0.098,2.39980536739774e-33
"MRC2",6.95623088893913e-37,1.22480343324926,0.2,0.029,1.09254562341678e-32
"EFCAB6",1.27367856363861e-36,1.61438984053133,0.441,0.132,2.00043955205081e-32
"C10orf107",1.70679375782356e-36,1.16489703008428,0.224,0.036,2.68069027603768e-32
"SDR42E2",2.15010850019731e-36,0.934504478806402,0.124,0.012,3.3769604104099e-32
"KIAA1456",2.94424238916813e-36,1.33313114080001,0.282,0.056,4.62422709642747e-32
"CEP126",6.0733847154644e-36,1.49527348259666,0.494,0.168,9.53885803410838e-32
"SLC27A6",6.39024140120286e-36,0.845647672832855,0.106,0.009,1.00365131447292e-31
"MYO5B",9.37305986275434e-36,0.790360641480316,0.118,0.011,1.4721327820442e-31
"IQCG",4.12514804580843e-35,1.22887603615231,0.288,0.061,6.47895752074671e-31
"MAK",1.19045287925028e-34,1.12709622440419,0.265,0.051,1.86972529215049e-30
"CHRNA7",1.2626260035456e-34,1.80080266874306,0.129,0.014,1.98308040116872e-30
"TEX14",2.38518178569235e-34,1.48610416865579,0.265,0.053,3.7461665126084e-30
"GADD45B",1.73386541345536e-33,1.54511000878603,0.394,0.112,2.72320901837299e-29
"FSIP1",2.45666488625314e-33,1.18612122727366,0.206,0.034,3.85843787034918e-29
"FBXO15",4.17567581997671e-33,0.955935147927196,0.206,0.034,6.55831644285542e-29
"EFHC1",4.32996879686309e-33,1.4054185258638,0.394,0.112,6.80064899235317e-29
"PLCB4",4.96690919521292e-33,1.27969760740709,0.324,0.076,7.80102758200141e-29
"SGSM1",6.04584773460007e-33,0.899266636794457,0.206,0.034,9.49560845196286e-29
"GAS7",2.5240740709508e-32,1.34512193205083,0.429,0.134,3.96431073583533e-28
"RCAN1",2.70668067450969e-32,2.0656133712822,0.318,0.08,4.25111266738492e-28
"EGR2",3.8148089370282e-32,1.16214041624275,0.206,0.035,5.99153891649649e-28
"SPAG1",1.2672111733941e-31,1.37387791257802,0.371,0.105,1.99028186893277e-27
"ACTN4",2.71724422154771e-31,1.38053194893979,0.359,0.099,4.26770377436283e-27
"SLC6A16",6.96622083376053e-31,0.96630545868986,0.171,0.025,1.09411464415043e-26
"KIAA1257",1.12018515829113e-30,0.717244174501591,0.141,0.018,1.75936280961205e-26
"FAM227A",4.01038218601232e-30,1.26788617705428,0.3,0.072,6.29870626135096e-26
"SMOC1",4.23773409068301e-30,1.51054021502288,0.518,0.198,6.65578516282673e-26
"SVEP1",4.37301520962218e-30,1.11462314924207,0.371,0.104,6.86825768823259e-26
"ODF2",3.14918316996911e-29,1.28245659242736,0.247,0.053,4.94610708675348e-25
"CASC1",1.0358045424937e-28,1.10629662292006,0.224,0.045,1.6268346144406e-24
"WDR78",2.11406532793395e-28,1.31804332210344,0.318,0.086,3.32035100405306e-24
"UBXN11",2.22643881710958e-28,0.720301331982209,0.135,0.018,3.49684480615231e-24
"ARC",2.83433133644324e-28,1.43230740203891,0.229,0.048,4.45160079701775e-24
"ITPRIP",1.14394824302352e-27,1.08880739052048,0.129,0.017,1.79668511049274e-23
"TBC1D8",1.19494732953776e-27,1.36912773512135,0.288,0.073,1.87678427577201e-23
"ANKMY1",1.29395192700748e-26,1.31562170572687,0.353,0.108,2.03228089655795e-22
"CCDC41",1.72040375190872e-26,1.23378263367859,0.376,0.124,2.70206613274783e-22
"GMPR",1.95653133651215e-26,1.27934512374689,0.312,0.085,3.07292811712599e-22
"LCA5L",3.450019523606e-26,0.836317563127684,0.129,0.018,5.41860066377559e-22
"STOX2",5.13965887279948e-26,1.38135227540692,0.465,0.181,8.07234822561886e-22
"RABL2A",7.87700487984136e-26,1.03449700272059,0.265,0.065,1.23716238642788e-21
"ZDHHC11",1.9375684967607e-25,0.790153298322461,0.171,0.03,3.04314508101235e-21
"NR4A1",2.56360054481334e-25,1.43991785517812,0.459,0.176,4.02639101568384e-21
"AK8",1.25615347580954e-24,1.16828004586261,0.206,0.044,1.97291464910646e-20
"TSGA10",1.54307301074269e-24,1.31367314628454,0.424,0.156,2.42355047067247e-20
"TEX9",1.59182779483481e-24,1.2977732763074,0.4,0.137,2.50012473456755e-20
"FGFR1",1.59831737612208e-24,1.36753115208405,0.394,0.14,2.51031727093734e-20
"HELB",1.88337580106692e-24,0.999707979453946,0.159,0.027,2.95803003315571e-20
"CSPP1",3.5725512205387e-24,1.46051461868989,0.465,0.198,5.61104894697808e-20
"DDIT3",4.41067675345551e-24,1.32549281759733,0.212,0.047,6.92740890897723e-20
"ATF3",4.46353030064525e-24,1.3100870911146,0.247,0.062,7.01042069019343e-20
"P3H2",5.72671165513471e-24,1.21161873739318,0.224,0.051,8.99437332555457e-20
"ZFAND2A",9.14349156093685e-24,1.15894460794254,0.118,0.016,1.43607678456074e-19
"CCDC148",1.13173982452138e-23,0.967520119001293,0.235,0.056,1.77751056839327e-19
"DIXDC1",1.47267113151144e-23,1.12238725658196,0.412,0.15,2.31297727915187e-19
"ZNF19",1.5203524781342e-23,0.759839302151546,0.182,0.036,2.38786560215758e-19
"B3GNT5",1.55567342964923e-23,1.34506921843052,0.229,0.055,2.44334068860708e-19
"DNAH1",1.77248049908585e-23,0.766159678953118,0.165,0.03,2.78385787186423e-19
"HSPD1",1.78622793931077e-23,1.61233595220471,0.394,0.145,2.8054496014815e-19
"BBOF1",3.59823324319313e-23,1.14093871986927,0.229,0.055,5.65138513175912e-19
"EXPH5",2.44406254589413e-22,0.97212055314223,0.229,0.056,3.83864463458132e-18
"GFPT2",3.11486485845994e-22,1.07528496490331,0.247,0.064,4.89220674669719e-18
"CROCC",4.39482173997218e-22,1.24139889530191,0.335,0.11,6.9025070248003e-18
"LRRC23",7.55962568520233e-22,0.912035564222057,0.247,0.064,1.18731481011788e-17
"RIPOR2",1.2974734768061e-21,1.56043926435595,0.406,0.16,2.03781184267166e-17
"WDR34",1.96577593706044e-21,0.909287144526441,0.112,0.016,3.08744768674713e-17
"TTC26",3.92215645930436e-21,0.769978168971778,0.182,0.039,6.16013893498343e-17
"SERPINI2",1.1787472542774e-20,1.23967991111931,0.447,0.193,1.85134043756808e-16
"ZNF487",1.6272764443188e-20,1.08315277568227,0.224,0.058,2.55580038344711e-16
"SSBP4",1.80133812809612e-20,1.08039179866389,0.241,0.065,2.82918166398776e-16
"AKNA",2.11057038714146e-20,0.708932596221903,0.141,0.025,3.31486185004437e-16
"CCDC157",2.24730271403412e-20,0.629166052371039,0.106,0.015,3.529613642662e-16
"SLC9C2",3.94147070355418e-20,1.06961534889441,0.229,0.061,6.19047388700219e-16
"SPATA6L",4.49505634954505e-20,1.05229155215004,0.294,0.094,7.05993550259546e-16
"SYNE2",4.74307582318581e-20,1.01862559390348,0.129,0.022,7.44947488789564e-16
"MLIP",9.12537577610498e-20,0.748965589536151,0.118,0.019,1.43323151939505e-15
"ST3GAL6",1.1821209260061e-19,0.777604343545815,0.194,0.046,1.85663912638518e-15
"SNX31",1.50787249162398e-19,0.492780449410722,0.118,0.019,2.36826453534462e-15
"LRRC6",2.07366415346236e-19,0.959580311636836,0.265,0.08,3.25689691942798e-15
"ING2",4.20502531820665e-19,0.611107557261804,0.124,0.021,6.60441276477537e-15
"KIF19",5.24165604446432e-19,0.941325417220711,0.176,0.04,8.23254498343567e-15
"PROS1",6.15549515884288e-19,1.08475393864919,0.212,0.056,9.66782069647863e-15
"MLF1",9.18437153514485e-19,1.19721045204581,0.3,0.1,1.44249739330985e-14
"MYCBPAP",1.08393468483e-18,0.894069480176483,0.118,0.02,1.702427815994e-14
"LEKR1",1.18078138943444e-18,1.01748406060511,0.229,0.064,1.85453525024574e-14
"JUNB",1.19051465520365e-18,1.19118820976077,0.406,0.171,1.86982231746285e-14
"DNAJB1",1.19051654456803e-18,1.26875658811756,0.359,0.138,1.86982528489854e-14
"IL18",1.87013153272935e-18,0.606476744752289,0.112,0.018,2.93722858530472e-14
"C9orf24",2.04552130730653e-18,0.854232701496565,0.147,0.03,3.21269576525564e-14
"TPPP3",2.60705345776714e-18,1.06175621126148,0.212,0.057,4.09463816076907e-14
"MAP2K3",3.94846403307447e-18,0.828229826029104,0.147,0.03,6.20145761034676e-14
"TTC21A",5.20666158332486e-18,0.986878133105506,0.206,0.054,8.17758268277003e-14
"PQLC1",6.01436918352082e-18,1.07565607677559,0.353,0.137,9.4461682396378e-14
"UBASH3B",6.46275394240258e-18,1.27344706143367,0.176,0.043,1.01504013419375e-13
"CCDC88C",7.17302401598611e-18,0.696688470112291,0.112,0.019,1.12659515195078e-13
"PALM2",1.09805583049146e-17,1.05783072399864,0.424,0.185,1.72460648736989e-13
"RABL2B",1.12754659475236e-17,0.768750924016115,0.194,0.049,1.77092468171805e-13
"GALNS",1.30691617597374e-17,0.864218880101211,0.159,0.035,2.05264254598436e-13
"CCDC113",1.69397063340277e-17,0.765148794902909,0.106,0.017,2.6605502768224e-13
"TUBB4B",1.7342298476469e-17,1.19423631713346,0.241,0.073,2.72378139871422e-13
"C20orf96",2.96985629302451e-17,0.722459166928361,0.124,0.023,4.6644562938243e-13
"FSTL1",4.192892739373e-17,1.07982323821022,0.282,0.098,6.58535733645924e-13
"SCN1A",4.91980004960348e-17,1.17708615887144,0.347,0.138,7.72703795790723e-13
"MIDN",5.93452886338485e-17,0.867162597928132,0.347,0.134,9.32077103283225e-13
"ENO4",1.17332630833225e-16,1.00264847296788,0.2,0.056,1.84282629986663e-12
"PTGES3",1.29649936104313e-16,1.88953304597587,0.353,0.153,2.03628189645433e-12
"STK32A",1.56755415273393e-16,1.11580566016704,0.276,0.096,2.46200055228391e-12
"HSP90B1",1.68937215537297e-16,1.51425007442106,0.253,0.086,2.65332790722878e-12
"REEP1",2.51602764216797e-16,0.775696830237527,0.188,0.049,3.95167301478902e-12
"ALS2CR12",2.5569463442888e-16,0.755534562277593,0.153,0.035,4.01593992833998e-12
"DUSP18",2.78973465767804e-16,0.967105282877183,0.171,0.042,4.38155725334913e-12
"NME9",2.9291759706206e-16,0.934835489699516,0.271,0.092,4.60056377945672e-12
"CCDC180",2.93986825789639e-16,0.853238295664062,0.171,0.043,4.61735708585207e-12
"SMC6",4.97258646056024e-16,0.978156149029525,0.282,0.1,7.80994429495591e-12
"ZC3HAV1",7.08772395983001e-16,1.2942644636954,0.182,0.049,1.1131979251309e-11
"GALNTL6",1.18944466456239e-15,1.3039204338814,0.318,0.128,1.86814179016169e-11
"ODF2L",1.54493854904303e-15,0.997467173743229,0.312,0.121,2.42648048512698e-11
"COLEC12",1.90782093877914e-15,1.0426454699151,0.235,0.077,2.99642356644652e-11
"DZANK1",2.58407447599093e-15,0.732480090532827,0.188,0.052,4.05854737199135e-11
"COLQ",2.80108397514884e-15,0.881764629589865,0.259,0.089,4.39938249136877e-11
"RAD9A",3.66293612691867e-15,1.16012014025624,0.341,0.142,5.75300748093846e-11
"DNAJA4",4.05819496090404e-15,1.23376634101259,0.182,0.051,6.37380100559589e-11
"GRK5",6.02276584609879e-15,0.785605895489935,0.165,0.042,9.45935603788276e-11
"STIP1",7.80619329451193e-15,0.95000248262051,0.171,0.046,1.22604071883604e-10
"TMEM231",8.67233891351372e-15,0.544610586133372,0.112,0.022,1.36207754975647e-10
"CD24",9.0907266710453e-15,0.733020653746118,0.118,0.024,1.42778953095437e-10
"NEDD9",1.31822586743507e-14,1.23100073656783,0.312,0.127,2.07040554739351e-10
"HSPA5",1.36028373562977e-14,1.30594084693359,0.241,0.084,2.13646163518012e-10
"FGFR1OP",1.65513474407992e-14,0.932182334067792,0.282,0.107,2.59955462905192e-10
"HK1",1.79955691146576e-14,0.956316527703009,0.329,0.138,2.82638408514813e-10
"WDR86",2.19099761741467e-14,1.02590630851469,0.124,0.027,3.44118085791149e-10
"KCNMB4",4.7535556054621e-14,1.00400594121202,0.388,0.178,7.46593443393878e-10
"AMOTL1",4.79234085227907e-14,1.37070309090158,0.271,0.103,7.52685054258951e-10
"CA13",9.24704628199715e-14,0.770484923755374,0.135,0.033,1.45234108905047e-09
